EXPANSE stm32h747 m7 harness
INFO core=m7 cpuid=0x411fc271 idcode=0x20036450 pwr_cr3=0x00010044 dcache_line_bytes=32 dcache_ways=4 dcache_sets=128 sync32_headroom=128
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=0 cycles=40011 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=1 cycles=40005 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=2 cycles=40041 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=3 cycles=40005 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=4 cycles=40041 ops=25
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=2353663 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=2353737 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=2355936 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=2352055 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=2351735 ops=2000
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=130464 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=130203 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=130202 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=130202 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=130202 ops=500
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=1632725 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=1632080 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=1633850 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=1633446 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=1632472 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=573850 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=573227 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=573504 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=574125 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=573553 ops=600
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=66177 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=66283 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=66215 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=66202 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=66149 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=27471 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=27273 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=27373 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=27375 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=27333 ops=25
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=372217 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=371999 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=370978 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=371845 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=371885 ops=2000
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=49973 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=49977 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=49945 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=49945 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=49945 ops=500
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=8413331 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=8414823 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=8405824 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=8420388 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=8406674 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=2613286 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=2612224 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=2612664 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=2612073 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=2611959 ops=600
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=285395 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=283968 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=284828 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=284966 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=287824 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=46366 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=46303 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=46402 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=46348 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=46376 ops=25
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=0 cycles=135921 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=1 cycles=135819 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=2 cycles=136040 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=3 cycles=135916 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=4 cycles=135709 ops=2000
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=0 cycles=27648 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=1 cycles=27634 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=2 cycles=27622 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=3 cycles=27622 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=4 cycles=27622 ops=500
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=0 cycles=90214 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=1 cycles=90195 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=2 cycles=90199 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=3 cycles=90113 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=4 cycles=90190 ops=600
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=0 cycles=85314 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=1 cycles=85343 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=2 cycles=85392 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=3 cycles=85422 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=4 cycles=85345 ops=25
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=51604122 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=51588242 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=51591996 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=51601803 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=51575135 ops=2000
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=2910843 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=2912406 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=2912829 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=2912763 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=2912822 ops=500
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=1289347 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=1289556 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=1288943 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=1292449 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=1289521 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=1255421 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=1255599 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=1255420 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=1255886 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=1255332 ops=600
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=22931 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=22921 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=22914 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=22933 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=22875 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=21544 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=21528 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=21551 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=21519 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=21530 ops=25
INFO sysclk=160000000 hclk=80000000 vos=3
TICK
TOCK cycles=320000000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=0 cycles=2403527 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=1 cycles=2397788 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=2 cycles=2402478 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=3 cycles=2400027 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=4 cycles=2402941 ops=2000
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=0 cycles=132558 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=1 cycles=131967 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=2 cycles=131951 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=3 cycles=131951 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=4 cycles=131951 ops=500
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=160000000 dcache=1 pass=0 cycles=1710425 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=160000000 dcache=1 pass=1 cycles=1710757 ops=600
