EXPANSE stm32h747 m7 harness
INFO cpuid=0x411fc271 idcode=0x20036450 pwr_cr3=0x00010044 dcache_line_bytes=32 dcache_ways=4 dcache_sets=128 sync32_headroom=128
RESULT name=can_dispatch impl=expanse sysclk=64000000 dcache=1 pass=2 cycles=124449 ops=500
RESULT name=can_dispatch impl=expanse sysclk=64000000 dcache=1 pass=3 cycles=124439 ops=500
RESULT name=can_dispatch impl=expanse sysclk=64000000 dcache=1 pass=4 cycles=124449 ops=500
RESULT name=evict_bulk_loop impl=expanse sysclk=64000000 dcache=1 pass=0 cycles=1626764 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=64000000 dcache=1 pass=1 cycles=1626332 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=64000000 dcache=1 pass=2 cycles=1626827 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=64000000 dcache=1 pass=3 cycles=1626510 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=64000000 dcache=1 pass=4 cycles=1627077 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=64000000 dcache=1 pass=0 cycles=574459 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=64000000 dcache=1 pass=1 cycles=574212 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=64000000 dcache=1 pass=2 cycles=574166 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=64000000 dcache=1 pass=3 cycles=574355 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=64000000 dcache=1 pass=4 cycles=573934 ops=600
RESULT name=evict_steady_loop impl=expanse sysclk=64000000 dcache=1 pass=0 cycles=66885 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=64000000 dcache=1 pass=1 cycles=66837 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=64000000 dcache=1 pass=2 cycles=66685 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=64000000 dcache=1 pass=3 cycles=66745 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=64000000 dcache=1 pass=4 cycles=66760 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=64000000 dcache=1 pass=0 cycles=27820 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=64000000 dcache=1 pass=1 cycles=27873 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=64000000 dcache=1 pass=2 cycles=27883 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=64000000 dcache=1 pass=3 cycles=27802 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=64000000 dcache=1 pass=4 cycles=27919 ops=25
RESULT name=ingest impl=sorted_array sysclk=64000000 dcache=1 pass=0 cycles=372178 ops=2000
RESULT name=ingest impl=sorted_array sysclk=64000000 dcache=1 pass=1 cycles=371920 ops=2000
RESULT name=ingest impl=sorted_array sysclk=64000000 dcache=1 pass=2 cycles=371932 ops=2000
RESULT name=ingest impl=sorted_array sysclk=64000000 dcache=1 pass=3 cycles=371895 ops=2000
RESULT name=ingest impl=sorted_array sysclk=64000000 dcache=1 pass=4 cycles=371819 ops=2000
RESULT name=can_dispatch impl=sorted_array sysclk=64000000 dcache=1 pass=0 cycles=44468 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=64000000 dcache=1 pass=1 cycles=44462 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=64000000 dcache=1 pass=2 cycles=44456 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=64000000 dcache=1 pass=3 cycles=44456 ops=500
RESULT name=can_dispatch impl=sorted_array sysclk=64000000 dcache=1 pass=4 cycles=44456 ops=500
RESULT name=evict_bulk_loop impl=sorted_array sysclk=64000000 dcache=1 pass=0 cycles=8430318 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=64000000 dcache=1 pass=1 cycles=8433026 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=64000000 dcache=1 pass=2 cycles=8443930 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=64000000 dcache=1 pass=3 cycles=8431122 ops=600
RESULT name=evict_bulk_loop impl=sorted_array sysclk=64000000 dcache=1 pass=4 cycles=8440845 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=64000000 dcache=1 pass=0 cycles=2613910 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=64000000 dcache=1 pass=1 cycles=2614520 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=64000000 dcache=1 pass=2 cycles=2614212 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=64000000 dcache=1 pass=3 cycles=2615022 ops=600
RESULT name=evict_bulk_range impl=sorted_array sysclk=64000000 dcache=1 pass=4 cycles=2614109 ops=600
RESULT name=evict_steady_loop impl=sorted_array sysclk=64000000 dcache=1 pass=0 cycles=284685 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=64000000 dcache=1 pass=1 cycles=287932 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=64000000 dcache=1 pass=2 cycles=286647 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=64000000 dcache=1 pass=3 cycles=285716 ops=25
RESULT name=evict_steady_loop impl=sorted_array sysclk=64000000 dcache=1 pass=4 cycles=286485 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=64000000 dcache=1 pass=0 cycles=46431 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=64000000 dcache=1 pass=1 cycles=46325 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=64000000 dcache=1 pass=2 cycles=46312 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=64000000 dcache=1 pass=3 cycles=46378 ops=25
RESULT name=evict_steady_range impl=sorted_array sysclk=64000000 dcache=1 pass=4 cycles=46299 ops=25
RESULT name=ingest impl=open_hash sysclk=64000000 dcache=1 pass=0 cycles=112059 ops=2000
RESULT name=ingest impl=open_hash sysclk=64000000 dcache=1 pass=1 cycles=112137 ops=2000
RESULT name=ingest impl=open_hash sysclk=64000000 dcache=1 pass=2 cycles=112017 ops=2000
RESULT name=ingest impl=open_hash sysclk=64000000 dcache=1 pass=3 cycles=112147 ops=2000
RESULT name=ingest impl=open_hash sysclk=64000000 dcache=1 pass=4 cycles=112138 ops=2000
RESULT name=can_dispatch impl=open_hash sysclk=64000000 dcache=1 pass=0 cycles=25163 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=64000000 dcache=1 pass=1 cycles=25136 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=64000000 dcache=1 pass=2 cycles=25107 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=64000000 dcache=1 pass=3 cycles=25107 ops=500
RESULT name=can_dispatch impl=open_hash sysclk=64000000 dcache=1 pass=4 cycles=25107 ops=500
RESULT name=evict_bulk_scan impl=open_hash sysclk=64000000 dcache=1 pass=0 cycles=90280 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=64000000 dcache=1 pass=1 cycles=90346 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=64000000 dcache=1 pass=2 cycles=90355 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=64000000 dcache=1 pass=3 cycles=90262 ops=600
RESULT name=evict_bulk_scan impl=open_hash sysclk=64000000 dcache=1 pass=4 cycles=90244 ops=600
RESULT name=evict_steady_scan impl=open_hash sysclk=64000000 dcache=1 pass=0 cycles=85276 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=64000000 dcache=1 pass=1 cycles=85311 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=64000000 dcache=1 pass=2 cycles=85339 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=64000000 dcache=1 pass=3 cycles=85350 ops=25
RESULT name=evict_steady_scan impl=open_hash sysclk=64000000 dcache=1 pass=4 cycles=85285 ops=25
RESULT name=ingest impl=tsearch sysclk=64000000 dcache=1 pass=0 cycles=52112062 ops=2000
RESULT name=ingest impl=tsearch sysclk=64000000 dcache=1 pass=1 cycles=52105108 ops=2000
RESULT name=ingest impl=tsearch sysclk=64000000 dcache=1 pass=2 cycles=52103933 ops=2000
RESULT name=ingest impl=tsearch sysclk=64000000 dcache=1 pass=3 cycles=52102617 ops=2000
RESULT name=ingest impl=tsearch sysclk=64000000 dcache=1 pass=4 cycles=52110194 ops=2000
RESULT name=can_dispatch impl=tsearch sysclk=64000000 dcache=1 pass=0 cycles=2902915 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=64000000 dcache=1 pass=1 cycles=2903029 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=64000000 dcache=1 pass=2 cycles=2902678 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=64000000 dcache=1 pass=3 cycles=2902499 ops=500
RESULT name=can_dispatch impl=tsearch sysclk=64000000 dcache=1 pass=4 cycles=2902084 ops=500
RESULT name=evict_bulk_loop impl=tsearch sysclk=64000000 dcache=1 pass=0 cycles=1288095 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=64000000 dcache=1 pass=1 cycles=1287322 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=64000000 dcache=1 pass=2 cycles=1286953 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=64000000 dcache=1 pass=3 cycles=1287046 ops=600
RESULT name=evict_bulk_loop impl=tsearch sysclk=64000000 dcache=1 pass=4 cycles=1287210 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=64000000 dcache=1 pass=0 cycles=1272435 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=64000000 dcache=1 pass=1 cycles=1272244 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=64000000 dcache=1 pass=2 cycles=1272278 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=64000000 dcache=1 pass=3 cycles=1272233 ops=600
RESULT name=evict_bulk_range impl=tsearch sysclk=64000000 dcache=1 pass=4 cycles=1271982 ops=600
RESULT name=evict_steady_loop impl=tsearch sysclk=64000000 dcache=1 pass=0 cycles=22703 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=64000000 dcache=1 pass=1 cycles=22695 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=64000000 dcache=1 pass=2 cycles=22691 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=64000000 dcache=1 pass=3 cycles=22684 ops=25
RESULT name=evict_steady_loop impl=tsearch sysclk=64000000 dcache=1 pass=4 cycles=22715 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=64000000 dcache=1 pass=0 cycles=21654 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=64000000 dcache=1 pass=1 cycles=21676 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=64000000 dcache=1 pass=2 cycles=21634 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=64000000 dcache=1 pass=3 cycles=21632 ops=25
RESULT name=evict_steady_range impl=tsearch sysclk=64000000 dcache=1 pass=4 cycles=21625 ops=25
INFO sysclk=160000000 hclk=80000000 vos=3
TICK
TOCK cycles=320000000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=1 pass=0 cycles=2371267 ops=2000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=1 pass=1 cycles=2364172 ops=2000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=1 pass=2 cycles=2360625 ops=2000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=1 pass=3 cycles=2362569 ops=2000
RESULT name=ingest impl=expanse sysclk=160000000 dcache=1 pass=4 cycles=2363247 ops=2000
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=1 pass=0 cycles=125012 ops=500
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=1 pass=1 cycles=124460 ops=500
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=1 pass=2 cycles=124458 ops=500
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=1 pass=3 cycles=124448 ops=500
RESULT name=can_dispatch impl=expanse sysclk=160000000 dcache=1 pass=4 cycles=124458 ops=500
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=1 pass=0 cycles=1688355 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=1 pass=1 cycles=1685511 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=1 pass=2 cycles=1686948 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=1 pass=3 cycles=1686585 ops=600
RESULT name=evict_bulk_loop impl=expanse sysclk=160000000 dcache=1 pass=4 cycles=1689823 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=1 pass=0 cycles=595304 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=1 pass=1 cycles=594245 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=1 pass=2 cycles=594180 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=1 pass=3 cycles=593733 ops=600
RESULT name=evict_bulk_range impl=expanse sysclk=160000000 dcache=1 pass=4 cycles=595750 ops=600
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=1 pass=0 cycles=72031 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=1 pass=1 cycles=71424 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=1 pass=2 cycles=71451 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=1 pass=3 cycles=71406 ops=25
RESULT name=evict_steady_loop impl=expanse sysclk=160000000 dcache=1 pass=4 cycles=71924 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=1 pass=0 cycles=30845 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=1 pass=1 cycles=30859 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=1 pass=2 cycles=31213 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=1 pass=3 cycles=30779 ops=25
RESULT name=evict_steady_range impl=expanse sysclk=160000000 dcache=1 pass=4 cycles=30777 ops=25
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=1 pass=0 cycles=374137 ops=2000
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=1 pass=1 cycles=373583 ops=2000
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=1 pass=2 cycles=373350 ops=2000
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=1 pass=3 cycles=373283 ops=2000
RESULT name=ingest impl=sorted_array sysclk=160000000 dcache=1 pass=4 cycles=373247 ops=2000
RESULT name=can_dispatch impl=sorted_array sysclk=160000000 dcache=1 pass=0 cycles=44468 ops=500
