EXPANSE stm32h747 m7 harness
INFO core=m7 cpuid=0x411fc271 idcode=0x20036450 pwr_cr3=0x00010044 dcache_line_bytes=32 dcache_ways=4 dcache_sets=128 sync32_headroom=128
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=0 cycles=43155 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=1 cycles=43089 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=2 cycles=43067 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=3 cycles=43045 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=0 pass=4 cycles=43054 ops=25
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=1443376 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=1436897 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=1441158 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=1441751 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=1441169 ops=2000
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=128077 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=126055 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=126048 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=126048 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=126048 ops=500
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=1655299 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=1654892 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=1654812 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=1655861 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=1654968 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=603625 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=603340 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=602890 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=603089 ops=600
RESULT name=evict_bulk_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=602832 ops=600
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=70087 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=69774 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=69912 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=69926 ops=25
RESULT name=evict_steady_loop impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=69775 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=0 cycles=28736 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=1 cycles=28662 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=2 cycles=28585 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=3 cycles=28798 ops=25
RESULT name=evict_steady_range impl=expanse core=m7 sysclk=64000000 dcache=1 pass=4 cycles=28609 ops=25
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=370164 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=369893 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=369906 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=369836 ops=2000
RESULT name=ingest impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=369842 ops=2000
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=50006 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=49945 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=49945 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=49945 ops=500
RESULT name=can_dispatch impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=49945 ops=500
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=8429769 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=8430955 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=8426625 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=8432184 ops=600
RESULT name=evict_bulk_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=8430820 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=2612608 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=2612514 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=2611712 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=2612780 ops=600
RESULT name=evict_bulk_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=2612558 ops=600
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=289391 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=282848 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=290586 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=288240 ops=25
RESULT name=evict_steady_loop impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=286636 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=0 cycles=46317 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=1 cycles=46254 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=2 cycles=46259 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=3 cycles=46357 ops=25
RESULT name=evict_steady_range impl=sorted_array core=m7 sysclk=64000000 dcache=1 pass=4 cycles=46279 ops=25
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=0 cycles=135962 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=1 cycles=135820 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=2 cycles=135996 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=3 cycles=135635 ops=2000
RESULT name=ingest impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=4 cycles=135647 ops=2000
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=0 cycles=27643 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=1 cycles=27628 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=2 cycles=27634 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=3 cycles=27622 ops=500
RESULT name=can_dispatch impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=4 cycles=27622 ops=500
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=0 cycles=90174 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=1 cycles=90086 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=2 cycles=90133 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=3 cycles=90146 ops=600
RESULT name=evict_bulk_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=4 cycles=90110 ops=600
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=0 cycles=85402 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=1 cycles=85460 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=2 cycles=85350 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=3 cycles=85268 ops=25
RESULT name=evict_steady_scan impl=open_hash core=m7 sysclk=64000000 dcache=1 pass=4 cycles=85396 ops=25
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=53627893 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=53639385 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=53625006 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=53610242 ops=2000
RESULT name=ingest impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=53621140 ops=2000
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=2784399 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=2786356 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=2786727 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=2787138 ops=500
RESULT name=can_dispatch impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=2786017 ops=500
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=1285519 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=1285756 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=1285253 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=1286175 ops=600
RESULT name=evict_bulk_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=1284547 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=1263389 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=1263475 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=1263182 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=1263258 ops=600
RESULT name=evict_bulk_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=1263346 ops=600
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=24322 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=24209 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=24256 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=24095 ops=25
RESULT name=evict_steady_loop impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=24063 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=0 cycles=23213 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=1 cycles=23134 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=2 cycles=23171 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=3 cycles=22973 ops=25
RESULT name=evict_steady_range impl=tsearch core=m7 sysclk=64000000 dcache=1 pass=4 cycles=22975 ops=25
INFO sysclk=160000000 hclk=80000000 vos=3
TICK
TOCK cycles=320000000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=0 cycles=1498220 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=1 cycles=1493349 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=2 cycles=1489685 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=3 cycles=1493395 ops=2000
RESULT name=ingest impl=expanse core=m7 sysclk=160000000 dcache=1 pass=4 cycles=1492221 ops=2000
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=0 cycles=126796 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=1 cycles=126081 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=2 cycles=126053 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=3 cycles=126053 ops=500
RESULT name=can_dispatch impl=expanse core=m7 sysclk=160000000 dcache=1 pass=4 cycles=126053 ops=500
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=160000000 dcache=1 pass=0 cycles=1765141 ops=600
RESULT name=evict_bulk_loop impl=expanse core=m7 sysclk=160000000 dcache=1 pass=1 cycles=1762667 ops=600
